DATE, OPEN, HIGH, LOW, CLOSE, VOL, OI, P, R, RINFO
19940613,49125.0000,51843.7500,48618.7500,51637.5000,14725,21998,0,0,0.0000
19940614,51637.5000,53587.5000,50850.0000,51712.5000,18970,24124,0,0,0.0000
19940615,50962.5000,52462.5000,50343.7500,51825.0000,14541,25721,0,0,0.0000
19940616,53250.0000,53437.5000,49781.2500,50250.0000,16434,26617,0,0,0.0000
19940617,49781.2500,51187.5000,49781.2500,50700.0000,12761,28066,0,0,0.0000
19940620,49500.0000,49950.0000,48468.7500,49443.7500,14958,28947,0,0,0.0000
19940621,49612.5000,51300.0000,49612.5000,50212.5000,17072,30063,0,0,0.0000
19940622,50175.0000,50700.0000,47943.7500,48693.7500,14239,30067,0,0,0.0000
19940623,48075.0000,48693.7500,47475.0000,48262.5000,9525,29703,0,0,0.0000
19940624,49031.2500,49218.7500,47475.0000,48037.5000,11576,28468,0,0,0.0000
19940627,62062.5000,63750.0000,57562.5000,60600.0000,19343,28146,0,0,0.0000
19940628,63150.0000,65156.2500,62475.0000,64856.2500,16420,28923,0,0,0.0000
19940629,63806.2500,75000.0000,63300.0000,71193.7500,16509,27730,0,0,0.0000
19940630,72000.0000,73125.0000,69375.0000,71850.0000,10245,27267,0,0,0.0000
19940701,75562.5000,76500.0000,72937.5000,73181.2500,9533,27356,0,0,0.0000
19940705,69937.5000,71437.5000,69618.7500,69881.2500,6836,26956,0,0,0.0000
19940706,70312.5000,73687.5000,69562.5000,72937.5000,10947,27137,0,0,0.0000
19940707,73687.5000,74062.5000,69000.0000,72506.2500,16856,24788,0,0,0.0000
19940708,72506.2500,73275.0000,70125.0000,70631.2500,7843,24302,0,0,0.0000
19940711,82500.0000,89812.5000,82312.5000,88256.2500,12755,24179,0,0,0.0000
19940712,87000.0000,93468.7500,87000.0000,92550.0000,14047,23475,0,0,0.0000
19940713,93937.5000,102750.0000,90375.0000,91818.7500,23622,24572,0,0,0.0000
19940714,91125.0000,93562.5000,87750.0000,88350.0000,10077,24387,0,0,0.0000
19940715,87750.0000,92437.5000,87000.0000,89568.7500,7650,24196,0,0,0.0000
19940718,88968.7500,91275.0000,88218.7500,90393.7500,7218,23230,0,0,0.0000
19940719,88875.0000,89718.7500,87375.0000,87562.5000,7164,22851,0,0,0.0000
19940720,84187.5000,85125.0000,81656.2500,82706.2500,11675,22359,0,0,0.0000
19940721,82725.0000,87562.5000,80812.5000,85950.0000,10839,22136,0,0,0.0000
19940722,86587.5000,87187.5000,81937.5000,82275.0000,7308,21394,0,0,0.0000
19940725,79312.5000,80062.5000,76875.0000,78450.0000,10352,20216,0,0,0.0000
19940726,78712.5000,81656.2500,75750.0000,78037.5000,10357,19790,0,0,0.0000
19940727,81562.5000,82125.0000,76968.7500,79106.2500,8414,19552,0,0,0.0000
19940728,76125.0000,78187.5000,75000.0000,75900.0000,8820,18674,0,0,0.0000
19940729,75187.5000,76500.0000,73687.5000,76031.2500,8166,18366,0,0,0.0000
19940801,76687.5000,79875.0000,76687.5000,79350.0000,7168,18395,0,0,0.0000
19940802,80437.5000,82500.0000,79687.5000,80025.0000,8213,17733,0,0,0.0000
19940803,79368.7500,80437.5000,78375.0000,78862.5000,8900,17336,0,0,0.0000
19940804,79125.0000,79593.7500,77587.5000,77925.0000,5122,17152,0,0,0.0000
19940805,77343.7500,78056.2500,74437.5000,76031.2500,8066,17826,0,0,0.0000
19940808,74250.0000,74718.7500,66750.0000,66975.0000,15019,13555,0,0,0.0000
19940809,65625.0000,69187.5000,65250.0000,68362.5000,12448,11086,0,0,0.0000
19940810,68531.2500,70312.5000,66000.0000,66543.7500,11042,9833,199412,199412,0.0000
19940811,67687.5000,70781.2500,66656.2500,70593.7500,8594,16754,0,0,2062.5000
19940812,70875.0000,71250.0000,69000.0000,69318.7500,6996,16527,0,0,0.0000
19940815,73125.0000,74812.5000,72375.0000,74418.7500,9366,17237,0,0,0.0000
